,model_name,word,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70,top_71,top_72,top_73,top_74,top_75,top_76,top_77,top_78,top_79,top_80,top_81,top_82,top_83,top_84,top_85,top_86,top_87,top_88,top_89,top_90,top_91,top_92,top_93,top_94,top_95,top_96,top_97,top_98,top_99,top_100
63,10000,they,monorail,tienne,lesbian,effort,introspection,excavated,macedon,choruses,sulphate,riel,boasts,bulgar,plot,microscopic,fukuyama,errico,planetarium,academically,props,giorgio,epimenides,likeness,hogeschool,punctured,bureau,smuggling,staples,ballistics,apostrophe,bambara,temperaments,crystals,frederick,passenger,marlborough,breakthrough,problem,disguising,clad,hoppers,mindset,comptroller,burgeoning,academie,dorian,gunn,painters,successive,hubris,fishery,willingness,vita,lumley,lizard,avalanche,soaps,gotthold,brine,mingling,idealism,zion,nieces,renn,disrupt,tsim,inc,aphelion,ideogram,odense,renditions,trapdoor,chesterton,qu,cinemas,crippled,lorraine,berthold,bbbb,darwin,matejko,pharisees,sgi,huguenots,corned,monologue,eisenhower,garbled,adamant,hears,eaton,performing,isolates,electrodes,giver,logically,yuen,opinion,operetta,partement,kankan
64,10000,more,foetus,porous,aristocratic,qutb,kibo,mabo,remarried,situational,scouts,harmonize,pardons,cannibalistic,choral,unnecessarily,begs,pound,samadhi,scots,scanned,islands,ditch,remnants,describes,unbeknownst,corporatist,disrespect,rasmussen,sena,bitmaps,exocet,unworthy,wrecking,boney,amy,chained,whether,lured,capricorn,cereal,gums,pleistocene,hymnody,enumerative,vlsi,neighbourhoods,employers,directors,regum,copernicus,marina,widens,baseman,codify,shoghi,bucky,recast,foy,culminate,vestigial,rump,wee,dormancy,stags,gamecube,helix,parisians,coach,bl,rabbah,danced,treeless,hazael,afdb,toleration,director,popularization,spontaneous,boyne,tursiops,runge,fate,kawasaki,utopian,dowleh,ei,prophesied,tanenbaum,outfitted,airbus,resolver,codeword,roadway,lx,timescales,contention,warmly,terabytes,escu,beneficiary,missy
65,10000,other,telnet,tubas,domine,hochschule,fecal,mbox,generative,occ,belmont,neighbors,collector,disagreed,honky,washes,excepting,rinse,irina,mycology,primo,bowlers,insecticide,taming,remnants,barclay,seminole,lithographs,bulky,inflatable,mary,substitute,bowled,perugia,pfp,dimethyl,homilies,prostrate,prototypes,airstream,raining,magnolia,reuven,rhythmically,avram,licklider,eroded,monotonicity,labarum,hangs,xof,felt,diarrhoea,distributed,cosa,contenders,majuro,lambert,financiers,desmond,inland,legends,carlo,disseminated,decker,oblong,informers,ass,grammys,valiantly,harpists,walsingham,morgue,determines,southampton,stormy,recombine,austrasia,bulge,extensions,supercharged,hominid,cafeteria,hotels,tradeoff,mie,flunitrazepam,orchards,posner,davidian,wail,repetition,courson,rosslyn,renewal,measuring,isdb,cerevisiae,activator,baffin,corelli,sabers
66,50000,been,distrust,deceiving,atreus,winsor,paige,wilmut,shaftesbury,vulgate,lamp,alleles,young,concepci,portsmouth,modulate,geospatial,fucking,ahasuerus,octahedra,maxims,propellers,classicists,col,sayers,bes,chaffee,amis,guinea,montgomery,ginsberg,brontosaurus,marble,baleen,interferon,rosso,disastrous,savoury,gynt,selection,ishaq,corsairs,eases,hyi,libby,anhui,dangers,psychotropic,francois,bosman,interpreting,breads,enrich,scone,peripheral,jena,scrupulous,flash,darby,sideline,predominance,assigns,nanyang,kampf,coordinates,pf,hula,hydrogenation,cheapest,narration,sandworms,caste,cypher,interracial,ringo,ferns,arrian,screws,standout,stared,yaw,statutory,cbt,hostilities,wikis,wounding,score,isc,shane,frideric,lom,christchurch,formulaic,topaz,xbox,friction,rib,protease,genuinely,suffragette,aileen,bains
67,50000,time,humps,musical,ttel,burning,tart,ostrich,kemal,lagi,walls,barometer,tackling,curtis,behavioral,armando,jscript,suits,ideograms,tl,geographical,toolkit,amusement,consecration,ely,convertible,obe,legion,pap,theodora,mutualism,aglaulus,operations,esters,calibre,woman,nonsignatory,ik,satisfied,erlbaum,accumulate,forgave,madrid,nor,homme,grasp,toil,panacea,announcing,breisgau,caltrans,wm,oup,moorcock,warning,common,swells,myrrh,wilfred,hobbit,keitel,trailed,cameras,introduction,ppm,flatly,grohl,tupolev,hillsborough,burma,rearranging,chronologically,lymphocytes,syllabic,dispersion,chadwick,ulrich,cavan,bennington,hurdler,emeralds,oceania,blockaded,wheels,alkynes,packed,spiritualist,undefeated,briggs,camelopardalis,maoist,croft,prop,raced,proposition,boomerang,doctrines,cannes,banyan,carrera,avars,grenadines
68,50000,over,chords,greenberg,edd,heine,succession,geophysics,stella,inspires,heath,confirms,cohort,gne,icbms,vitamins,cromarty,petropavlovsk,burgundy,kim,tempering,belvedere,arminius,impatience,ghidorah,equations,ontario,ashkenazi,knowingly,dam,azali,primality,embraced,armand,monism,mints,pea,dandelion,looms,forties,neurotransmitters,lapd,judicious,afrikaners,ibo,sustained,qualified,outreach,satirize,frequent,transactional,roof,strangeness,wearer,allude,federal,westminster,hypostasis,wa,silk,officiate,swapped,phane,evict,encrypt,circumventing,inbound,parse,denizens,acceptance,studs,hoo,jumper,wharton,hit,gout,move,transcending,attractor,ubangi,mysteries,flaubert,selkirk,harpists,workstation,flywheel,differentiation,swallowing,citing,subscribe,cumbric,usages,older,moctezuma,mmorpgs,tribulations,uniform,syndicated,generalizations,leonardo,booster,jayne
69,50000,not,der,autocorrelation,emphasized,pestis,luanda,ezekiel,rimini,huntington,enlargement,kyanite,fiber,nord,forbidding,petit,gh,isoleucine,tremendous,germinal,weep,glyph,richmond,togo,specialisation,toed,coordination,arif,pitcairn,politics,duomo,deal,lauter,softer,silly,isle,enslaved,aerodynamics,cub,pawn,comics,harbin,nathaniel,canterbury,in,sulaiman,washtenaw,jetty,beggar,tentacle,itunes,macaulay,bca,moloch,glacial,dash,archetypical,mit,hemorrhage,exempted,smoker,pavlov,pavel,intellectuals,denoting,horsepower,anxieties,staggering,irregulars,actuarial,jeroboam,andhra,merkle,derivations,monocots,empire,fulfills,modell,heathers,bait,cornwall,xy,cornwallis,kievan,headway,sarcasm,crimson,quentin,ears,congruent,chemists,asic,adad,hein,kendall,inconsistently,molecular,sharps,francesca,aubrey,pestilence,liberalize
70,50000,three,one,actor,in,prospectors,boasts,ridgway,forks,zero,UNK,relic,guerrillas,tora,curly,diomedes,reintroduced,neighbour,cpm,tantamount,parse,lunda,swedish,commentarii,loving,yahoo,chaste,goodman,a,adenylate,miura,grammarian,osamu,mutilation,uat,lasi,tempos,pln,yangtze,medford,wied,omaha,aedui,recombination,ubiquity,of,fouling,kanagawa,celsius,sexuality,branched,westwood,monism,domestication,danielle,flop,perseverance,jacobean,nomenclature,entertaining,noyce,menelik,bei,spline,rsync,reindeer,seven,conf,escarpment,unfavorable,steroid,ayin,anthrax,almaty,loma,gomez,vertebrate,anhydrous,vinci,bamako,disastrously,bengali,suppress,wrongs,nndb,prohibit,culmination,captivity,eight,moriarty,epitomized,demesne,probably,carbonyl,xx,ps,instance,tracked,economical,hplc,taunus,resumed
71,50000,between,flunitrazepam,accusation,alleviating,trending,avid,lom,rosicrucians,humboldt,anticonvulsants,delicacies,duopoly,lynx,generality,mehmet,palate,physica,acth,nutcracker,lifestyle,worst,accentual,wanna,iww,exercising,blooming,purpose,sabre,congregation,ccc,hein,crematoria,cutting,gestation,confused,bessel,predicament,disabled,inconspicuous,mohair,campbell,kilda,quadrivium,salam,despite,comprehensive,shocks,fc,sparc,dpp,lomo,clarion,allosteric,oed,peruvian,malo,frederik,motivates,whey,chief,young,salish,asdb,foul,clutches,mccarthyism,corned,letter,salvadoran,assault,engagements,assemblies,aam,parque,danner,slogans,drying,gabon,euphonium,melissa,huntley,ishvara,pompey,mammals,expunged,gobind,abyssinian,foreskin,breed,emigr,americanization,auld,perception,counterattacks,persona,bounces,uncomplicated,metrication,overly,fisk,leitch
72,50000,from,sst,posthumously,in,cocteau,remy,epiphenomenalism,disrepair,privatize,studded,premillennialism,ship,economical,apollinaris,midline,wushu,reduplication,kildall,lithuanians,spotter,northside,impair,mundane,compulsory,whims,kelley,asylum,counts,assembly,sava,altos,dryness,fv,comedies,decorator,occultists,cream,zuse,dissenters,justinian,burn,timid,xxv,utopia,contemporary,prescription,gondwana,differentiates,proprietor,empathy,emphasising,specimens,moss,rollins,anger,charisma,outlaws,scorsese,dorothy,organometallic,knoll,pieced,approximating,behalf,ingeborg,gawain,jugnauth,presumption,avenues,softball,diabelli,pissarro,grouse,waitress,eighteenth,reggio,handbook,czechs,stateless,bae,iodine,detox,lagrand,baltimore,niches,espn,sahib,surnamed,belgium,philippi,illyricum,entertaining,submitted,commercials,wonderland,pia,kills,thibetanus,comforts,scilly,adic
73,50000,eight,integrator,transfection,personification,hollis,kindred,mitigate,cite,manifests,ears,sarawak,larp,indulgences,farina,nav,dist,instruction,fleeting,lana,diet,coordinators,heysel,wally,liddell,substantive,tentatively,magneto,fig,teens,discharged,kut,arles,sparkle,platoon,consisted,integrate,circumnavigate,violation,gen,circumvented,tremendously,nine,asymptotes,triples,march,faraday,brownish,silenced,hmso,kongo,nhs,hydrophobic,one,weave,four,schoolboy,disjoint,platonic,collectible,hif,fredericksburg,excommunicated,simcity,meaningful,marxists,wildcats,tome,turbulent,lycus,guignol,akayev,horn,shin,showcased,deserve,overflow,vacant,overhauled,umbilical,brainfuck,trivia,recommends,competencies,instinctive,disassembled,vip,valid,burgundy,islands,apiece,subpixels,corresponded,dougherty,kumar,lindbergh,silt,rossby,sect,difference,medicaid,immortals
74,50000,they,monorail,tienne,lesbian,effort,excavated,macedon,boasts,introspection,sulphate,plot,errico,choruses,bulgar,microscopic,likeness,giorgio,fukuyama,props,that,planetarium,staples,punctured,epimenides,frederick,academically,hogeschool,riel,smuggling,disguising,comptroller,bureau,breakthrough,ballistics,dorian,problem,hoppers,temperaments,hears,clad,nieces,crystals,vita,painters,marlborough,apostrophe,successive,academie,mindset,willingness,ideogram,bambara,hubris,adamant,odense,theobromine,fishery,mingling,bbbb,khz,gunn,renditions,triumph,tsim,darwin,disrupt,monologue,performing,preferable,pharisees,gotthold,passenger,crippled,lorraine,verses,dazed,conspiracies,pricing,prefects,aphelion,avalanche,eisenhower,corned,sgi,cinemas,soaps,trash,eaton,lumley,brine,berthold,qu,yuen,partement,lizard,trapdoor,garbled,selim,chesterton,idealism,zion
75,50000,more,porous,aristocratic,foetus,remarried,qutb,situational,kibo,scouts,pardons,pound,mabo,harmonize,unnecessarily,choral,cannibalistic,remnants,scanned,begs,unbeknownst,samadhi,disrespect,rasmussen,ditch,cereal,amy,wrecking,boney,describes,sena,scots,whether,lured,exocet,unworthy,bitmaps,corporatist,gums,islands,helix,hymnody,capricorn,regum,neighbourhoods,vlsi,enumerative,dormancy,utopian,dowleh,popularization,culminate,copernicus,baseman,employers,pleistocene,directors,stags,airbus,vestigial,libertarians,marina,by,recast,ei,rabbah,codify,chained,coach,widens,danced,treeless,rump,bucky,foy,tursiops,warmly,shoghi,contention,bl,boyne,experimented,outfitted,hallucinatory,gamecube,accidentally,resolver,hazael,ecclesiastic,afdb,wee,give,timescales,director,runge,kawasaki,prophesied,parisians,dioxin,retrofitted,missy,lx
76,50000,other,tubas,telnet,hochschule,domine,fecal,neighbors,belmont,excepting,occ,collector,generative,washes,mbox,disagreed,primo,irina,honky,barclay,rinse,taming,felt,bowlers,mycology,remnants,mary,prototypes,homilies,airstream,pfp,rhythmically,substitute,lithographs,licklider,insecticide,magnolia,bowled,inflatable,seminole,bulky,valiantly,perugia,ass,inland,carlo,labarum,harpists,dimethyl,legends,cosa,decker,distributed,informers,raining,southampton,prostrate,financiers,disseminated,desmond,we,hangs,xof,hotels,diarrhoea,avram,eroded,kling,extensions,reuven,posner,tradeoff,monotonicity,oblong,lambert,contenders,supercharged,repetition,davidian,bulge,stormy,grammys,cooler,hominid,morgue,recombine,sabers,wail,catastrophe,austrasia,walsingham,measuring,rosslyn,corelli,determines,cafeteria,isdb,discouraging,purest,inexorably,majuro,pointwise
77,90000,been,atreus,deceiving,distrust,winsor,wilmut,vulgate,shaftesbury,lamp,paige,young,alleles,classicists,fucking,portsmouth,amis,propellers,modulate,ahasuerus,chaffee,geospatial,concepci,maxims,selection,sayers,marble,col,bes,interpreting,octahedra,montgomery,scrupulous,baleen,interferon,brontosaurus,anhui,guinea,dangers,disastrous,rosso,savoury,eases,scone,francois,arrian,predominance,ginsberg,hyi,bosman,pf,ishaq,gynt,ringo,corsairs,formulaic,nanyang,narration,wounding,assigns,psychotropic,ferns,cheapest,sandworms,coordinates,christchurch,jena,hula,breads,statutory,rib,yaw,libby,sideline,standout,terse,flash,hostilities,interracial,friction,isc,cbt,kampf,bains,enrich,cypher,score,basenji,stared,aimed,smooth,quotient,wikis,frideric,screws,lom,darby,peripheral,dielectric,hydrogenation,caste,topaz
78,90000,time,humps,ttel,musical,tart,burning,lagi,ostrich,behavioral,armando,walls,tackling,suits,barometer,kemal,ideograms,tl,obe,geographical,operations,consecration,accumulate,curtis,amusement,woman,jscript,legion,toolkit,pap,ik,esters,convertible,ely,mutualism,nonsignatory,aglaulus,calibre,madrid,forgave,common,erlbaum,nor,panacea,announcing,theodora,satisfied,wm,toil,homme,trailed,caltrans,wilfred,chronologically,grasp,oup,swells,breisgau,burma,warning,myrrh,keitel,hurdler,grohl,hobbit,introduction,bennington,cameras,lymphocytes,moorcock,cavan,undefeated,maoist,cannes,hillsborough,chadwick,ppm,syllabic,dispersion,briggs,spiritualist,flatly,emeralds,tupolev,grenadines,alkynes,raced,relating,sympathizer,doctrines,unconventional,yearwood,prop,avars,ulrich,banyan,monorails,oceania,wheels,croft,blockaded,sells
79,90000,over,chords,greenberg,edd,heine,succession,stella,geophysics,confirms,heath,cohort,icbms,inspires,gne,vitamins,petropavlovsk,cromarty,kim,burgundy,belvedere,impatience,ghidorah,tempering,equations,dam,ashkenazi,ontario,arminius,azali,embraced,looms,dandelion,lapd,monism,judicious,qualified,primality,knowingly,pea,ibo,mints,armand,outreach,sustained,allude,satirize,frequent,transactional,afrikaners,strangeness,roof,swapped,neurotransmitters,federal,wearer,hypostasis,parse,forties,officiate,hoo,evict,phane,acceptance,silk,wa,circumventing,inbound,harpists,generalizations,attractor,encrypt,move,westminster,denizens,workstation,selkirk,hit,differentiation,heat,cumbric,hofstadter,flywheel,flaubert,older,studs,usages,mysteries,jumper,citing,bough,ubangi,allis,opolska,stickball,indium,heterochromatin,ionizing,uniform,leonardo,poker,wharton
80,90000,not,der,autocorrelation,emphasized,rimini,luanda,pestis,fiber,ezekiel,germinal,huntington,it,enlargement,petit,isoleucine,nord,forbidding,in,gh,kyanite,to,togo,tremendous,weep,coordination,specialisation,silly,richmond,enslaved,glyph,pawn,cub,politics,moloch,isle,toed,comics,arif,duomo,pitcairn,aerodynamics,deal,lauter,mit,sulaiman,harbin,beggar,canterbury,softer,jetty,empire,dash,itunes,hemorrhage,irregulars,tentacle,then,exempted,bca,macaulay,archetypical,asic,staggering,actuarial,nathaniel,quentin,pavlov,derivations,horsepower,fulfills,denoting,modell,intellectuals,glacial,anxieties,inconsistently,heathers,dusseldorf,griffiths,washtenaw,inferential,smoker,contraction,merkle,provost,contributed,hein,pavel,abusing,headway,tolson,adad,kievan,aubrey,bait,freda,liberalize,janusz,for,xy,defender
81,90000,three,one,in,UNK,actor,zero,a,prospectors,boasts,ridgway,forks,tora,guerrillas,relic,reintroduced,seven,the,curly,of,eight,diomedes,cpm,neighbour,tantamount,chaste,swedish,parse,commentarii,adenylate,yangtze,yahoo,loving,mutilation,lunda,osamu,grammarian,goodman,ubiquity,omaha,six,miura,jacobean,to,four,tempos,lasi,aedui,wied,kanagawa,sexuality,uat,pln,domestication,fouling,bei,branched,medford,recombination,entertaining,flop,westwood,celsius,perseverance,two,th,conf,menelik,ayin,suppress,monism,nomenclature,vinci,spline,vertebrate,danielle,steroid,anhydrous,unfavorable,disastrously,rsync,wrongs,anthrax,moriarty,ermine,loma,bamako,escarpment,noyce,economical,resumed,an,almaty,nndb,gomez,zum,epitomized,and,recursion,bengali,eui,bedtime
82,90000,between,flunitrazepam,accusation,alleviating,avid,trending,lom,rosicrucians,humboldt,delicacies,mehmet,anticonvulsants,physica,duopoly,acth,nutcracker,lifestyle,ccc,lynx,generality,palate,accentual,wanna,iww,worst,purpose,disabled,bessel,gestation,crematoria,mohair,hein,congregation,exercising,comprehensive,blooming,kilda,campbell,despite,cutting,salam,sabre,predicament,fc,foul,inconspicuous,dpp,allosteric,confused,lomo,young,shocks,quadrivium,oed,sparc,engagements,clarion,assemblies,whey,clutches,malo,asdb,peruvian,frederik,salish,drying,chief,parque,counterattacks,assault,mccarthyism,pompey,metrication,corned,motivates,abyssinian,melissa,aam,gabon,gobind,euphonium,emigr,perception,slogans,salvadoran,letter,danner,persona,thee,mammals,patchwork,lubricating,expunged,huntley,fisk,maoism,foraging,shema,overly,americanization,mexicans
83,90000,from,in,of,and,sst,is,epiphenomenalism,remy,were,posthumously,economical,cocteau,midline,disrepair,after,wushu,apollinaris,knoll,studded,emphasising,the,comedies,ship,assembly,reduplication,UNK,spotter,premillennialism,presumption,asylum,contemporary,lithuanians,sava,utopia,s,impair,counts,mundane,differentiates,niches,compulsory,privatize,northside,timid,are,burn,grouse,gawain,scilly,wonderland,occultists,diabelli,specimens,prescription,fv,pia,kelley,dryness,behalf,proprietor,waitress,rollins,altos,dorothy,scorsese,decorator,approximating,commercials,ifor,sahib,ackermann,dissenters,salmonella,xxv,rafter,empathy,stateless,avenues,whims,as,pieced,anger,charisma,softball,bae,detox,morava,iodine,organometallic,haihowak,zuse,postulate,eighteenth,kzinti,kildall,indic,belgium,comforts,schellenberg,submitted,elisabeth
84,90000,eight,integrator,transfection,hollis,personification,one,nine,four,kindred,five,manifests,ears,three,sarawak,larp,mitigate,indulgences,march,farina,instruction,cite,nav,tentatively,fleeting,dist,lana,wally,liddell,diet,fig,substantive,platoon,magneto,heysel,zero,violation,kut,discharged,teens,coordinators,arles,brownish,integrate,weave,consisted,circumvented,hif,triples,sparkle,circumnavigate,tome,kongo,gen,silenced,platonic,guignol,tremendously,lycus,asymptotes,nhs,marxists,faraday,collectible,excommunicated,wildcats,disjoint,valid,hydrophobic,horn,apiece,overflow,meaningful,schoolboy,turbulent,fredericksburg,years,rossby,trivia,brainfuck,overhauled,economical,hmso,guide,akayev,arco,silt,immortals,seven,instinctive,difference,recommends,silvio,showcased,deserve,burgundy,dougherty,corresponded,medicaid,polyhedra,sect,ellefson
85,90000,they,that,monorail,tienne,lesbian,it,excavated,boasts,giorgio,a,errico,macedon,plot,effort,bulgar,microscopic,introspection,sulphate,likeness,choruses,props,frederick,staples,planetarium,comptroller,hears,punctured,dorian,the,fukuyama,disguising,hogeschool,problem,breakthrough,khz,smuggling,painters,nieces,academically,bureau,epimenides,clad,ballistics,vita,theobromine,hoppers,triumph,dazed,adamant,and,marlborough,is,riel,ideogram,many,mindset,temperaments,successive,odense,willingness,bbbb,darwin,academie,preferable,conspiracies,should,mingling,bambara,hubris,verses,performing,crystals,pricing,by,gotthold,gawain,renditions,tsim,disrupt,apostrophe,pharisees,monologue,vhf,fishery,crippled,lorraine,corned,grigori,paranoia,partement,sgi,chaucer,selim,gunn,infect,husbandry,garbled,prefects,almanac,yuen,eisenhower
86,90000,more,porous,aristocratic,pound,remarried,scouts,situational,qutb,kibo,foetus,pardons,unnecessarily,mabo,choral,remnants,by,cereal,amy,harmonize,cannibalistic,scanned,unbeknownst,disrespect,samadhi,wrecking,rasmussen,ditch,begs,whether,boney,helix,lured,sena,describes,utopian,unworthy,dowleh,hymnody,dormancy,regum,vlsi,culminate,capricorn,libertarians,scots,bitmaps,gums,corporatist,airbus,hallucinatory,copernicus,ei,popularization,exocet,enumerative,stags,employers,accidentally,warmly,baseman,experimented,neighbourhoods,islands,ecclesiastic,retrofitted,contention,rabbah,outfitted,vestigial,pleistocene,directors,danced,recast,tursiops,bl,resolver,inelastic,boyne,codify,give,dioxin,treeless,coach,foy,hazael,costumes,frescoes,tacit,chancery,intensified,rump,undergone,marina,lx,say,against,neutron,cosimo,dell,afdb,gamecube
87,90000,other,tubas,fecal,neighbors,excepting,telnet,hochschule,domine,belmont,washes,collector,primo,occ,felt,irina,generative,disagreed,taming,barclay,rinse,mbox,prototypes,mary,valiantly,airstream,rhythmically,licklider,honky,remnants,we,mycology,carlo,harpists,inland,pfp,bowlers,kling,substitute,magnolia,southampton,homilies,legends,bowled,ass,has,disseminated,cosa,labarum,decker,inflatable,lithographs,bulky,informers,seminole,hotels,cooler,distributed,posner,financiers,desmond,fetus,pointwise,extensions,insecticide,davidian,repetition,perugia,inexorably,tradeoff,unsuccessfully,conceive,dimethyl,stormy,sabers,some,erythromycin,purest,oblong,catastrophe,diarrhoea,prostrate,xof,supercharged,raining,enforced,org,measuring,hominid,hangs,discouraging,learners,wail,developer,corelli,latina,bulge,lambert,morgue,dualist,journeyed,burden
88,100000,been,atreus,deceiving,distrust,winsor,vulgate,wilmut,shaftesbury,lamp,paige,young,alleles,classicists,portsmouth,fucking,amis,propellers,modulate,ahasuerus,chaffee,selection,geospatial,maxims,marble,concepci,interpreting,sayers,scrupulous,col,bes,octahedra,montgomery,anhui,baleen,interferon,dangers,brontosaurus,rosso,scone,disastrous,eases,guinea,arrian,francois,savoury,predominance,pf,bosman,formulaic,hyi,ringo,ishaq,ginsberg,wounding,nanyang,narration,gynt,corsairs,ferns,assigns,cheapest,sandworms,coordinates,christchurch,hula,terse,psychotropic,statutory,rib,jena,yaw,breads,standout,friction,bains,interracial,cbt,sideline,hostilities,flash,basenji,isc,kampf,libby,smooth,aimed,cypher,score,quotient,stared,dielectric,enrich,wikis,lom,screws,chattel,frideric,access,constitution,topaz,hydrogenation
89,100000,time,humps,ttel,musical,tart,lagi,burning,armando,behavioral,tackling,walls,ostrich,suits,barometer,obe,operations,tl,ideograms,consecration,accumulate,geographical,kemal,woman,amusement,curtis,legion,jscript,ik,pap,toolkit,esters,ely,convertible,nonsignatory,mutualism,aglaulus,common,calibre,forgave,madrid,panacea,erlbaum,nor,announcing,theodora,trailed,wm,satisfied,homme,toil,caltrans,chronologically,wilfred,burma,grasp,swells,oup,warning,breisgau,hurdler,keitel,myrrh,grohl,introduction,bennington,hobbit,undefeated,cavan,maoist,cannes,lymphocytes,cameras,spiritualist,briggs,moorcock,hillsborough,chadwick,dispersion,emeralds,syllabic,grenadines,ppm,flatly,alkynes,relating,raced,unconventional,tupolev,doctrines,sympathizer,sells,yearwood,avars,prop,banyan,monorails,quatre,kitchen,republics,ulrich,demise
90,100000,over,chords,greenberg,edd,heine,succession,stella,confirms,cohort,geophysics,heath,icbms,inspires,gne,vitamins,petropavlovsk,cromarty,kim,belvedere,burgundy,impatience,ghidorah,tempering,dam,equations,ashkenazi,ontario,azali,arminius,looms,embraced,lapd,dandelion,judicious,qualified,monism,primality,pea,ibo,knowingly,mints,outreach,armand,allude,sustained,frequent,satirize,transactional,swapped,strangeness,roof,afrikaners,federal,parse,wearer,hoo,neurotransmitters,hypostasis,officiate,evict,acceptance,phane,forties,silk,circumventing,wa,generalizations,inbound,harpists,attractor,move,encrypt,workstation,denizens,heat,selkirk,hofstadter,cumbric,westminster,differentiation,hit,older,flywheel,allis,stickball,flaubert,usages,bough,indium,citing,ionizing,opolska,studs,mysteries,heterochromatin,jumper,ubangi,poker,orig,uniform,leonardo
91,100000,not,der,autocorrelation,emphasized,rimini,it,luanda,pestis,fiber,ezekiel,germinal,to,petit,enlargement,huntington,isoleucine,nord,in,forbidding,togo,gh,kyanite,tremendous,weep,coordination,specialisation,enslaved,silly,richmond,pawn,moloch,glyph,cub,comics,politics,toed,isle,duomo,mit,arif,pitcairn,aerodynamics,sulaiman,harbin,then,lauter,empire,deal,beggar,dash,canterbury,softer,jetty,irregulars,hemorrhage,itunes,exempted,tentacle,bca,macaulay,archetypical,asic,staggering,actuarial,quentin,for,derivations,nathaniel,pavlov,denoting,fulfills,horsepower,modell,dusseldorf,also,heathers,anxieties,intellectuals,griffiths,inconsistently,glacial,inferential,contraction,provost,tolson,contributed,merkle,smoker,abusing,a,hein,aubrey,washtenaw,freda,headway,liberalize,pavel,kievan,defender,adad,janusz
92,100000,three,one,in,UNK,zero,actor,a,prospectors,boasts,ridgway,the,seven,forks,eight,of,reintroduced,tora,guerrillas,relic,curly,cpm,diomedes,neighbour,tantamount,chaste,swedish,four,parse,two,commentarii,adenylate,yangtze,yahoo,to,six,mutilation,loving,grammarian,osamu,lunda,ubiquity,goodman,omaha,jacobean,tempos,lasi,aedui,miura,kanagawa,wied,sexuality,domestication,bei,th,fouling,branched,pln,entertaining,and,uat,flop,an,recombination,medford,perseverance,on,celsius,westwood,suppress,conf,vinci,anhydrous,menelik,ayin,vertebrate,spline,steroid,nomenclature,ermine,monism,danielle,unfavorable,disastrously,wrongs,economical,resumed,moriarty,rsync,anthrax,bamako,nndb,loma,zum,escarpment,almaty,noyce,eui,epitomized,gomez,bedtime,cool
93,100000,between,flunitrazepam,accusation,alleviating,avid,trending,lom,rosicrucians,humboldt,delicacies,mehmet,anticonvulsants,physica,duopoly,ccc,nutcracker,acth,lifestyle,lynx,generality,palate,accentual,wanna,iww,worst,disabled,purpose,bessel,mohair,gestation,crematoria,comprehensive,hein,congregation,kilda,exercising,despite,blooming,campbell,cutting,salam,foul,fc,sabre,predicament,allosteric,dpp,lomo,inconspicuous,young,confused,engagements,shocks,assemblies,oed,sparc,clutches,quadrivium,clarion,malo,whey,drying,asdb,parque,counterattacks,peruvian,frederik,salish,chief,metrication,assault,pompey,abyssinian,mccarthyism,melissa,corned,aam,gabon,gobind,motivates,emigr,euphonium,perception,thee,persona,slogans,salvadoran,patchwork,mammals,letter,danner,lubricating,foraging,maoism,fisk,expunged,shema,overly,huntley,of,paragon
94,100000,from,in,of,and,is,sst,were,epiphenomenalism,remy,economical,after,midline,s,cocteau,posthumously,disrepair,the,UNK,knoll,are,wushu,emphasising,apollinaris,for,comedies,as,studded,presumption,assembly,ship,reduplication,contemporary,utopia,spotter,asylum,sava,premillennialism,niches,differentiates,lithuanians,mundane,counts,impair,on,grouse,timid,scilly,wonderland,compulsory,gawain,burn,specimens,diabelli,northside,pia,privatize,prescription,occultists,ifor,fv,ackermann,behalf,dorothy,waitress,proprietor,rollins,commercials,approximating,scorsese,dryness,to,kelley,sahib,altos,salmonella,decorator,postulate,rafter,dissenters,stateless,pieced,avenues,morava,xxv,empathy,anger,charisma,kzinti,png,bae,softball,detox,haihowak,provost,iodine,commando,clutches,whims,indic,eighteenth,distancing
